Age,Gender,Education Level,Job Title,Years of Experience,Salary
30,Male,Bachelor's,Data Analyst,2,53893
27,Female,Bachelor's,Data Analyst,6,73513
59,Female,Master's,Data Analyst,3,44744
25,Male,PhD,Sales Associate,17,156025
50,Male,Master's,Data Analyst,1,39405
48,Male,Master's,Director,15,134645
42,Female,PhD,Sales Associate,4,55935
25,Male,PhD,Senior Manager,24,197905
33,Female,Bachelor's,Senior Manager,23,195429
28,Male,Bachelor's,Sales Associate,6,66566
59,Male,Bachelor's,Director,15,131486
26,Male,Master's,Sales Associate,1,35074
22,Female,Master's,Software Engineer,23,189705
30,Male,Master's,Software Engineer,13,127100
52,Male,PhD,Sales Associate,1,39052
54,Female,PhD,Data Analyst,9,93857
49,Female,Bachelor's,Data Analyst,2,40795
38,Male,Bachelor's,Sales Associate,10,98165
52,Female,Bachelor's,Data Analyst,17,151271
48,Male,Master's,Data Analyst,12,111055
60,Female,PhD,Sales Associate,10,91381
39,Female,PhD,Director,3,51826
29,Female,Bachelor's,Data Analyst,6,76206
25,Male,Master's,Senior Manager,3,57059
46,Female,Bachelor's,Director,20,168397
58,Male,Master's,Sales Associate,3,47558
52,Female,PhD,Director,15,141472
50,Female,Master's,Software Engineer,9,92235
42,Female,Bachelor's,Senior Manager,6,70475
29,Male,Bachelor's,Software Engineer,16,136625
32,Female,Bachelor's,Sales Associate,11,114936
33,Male,PhD,Software Engineer,10,103369
47,Male,PhD,Senior Manager,15,135365
55,Female,Master's,Software Engineer,12,122884
27,Male,Master's,Senior Manager,8,90743
23,Female,Master's,Director,14,131065
41,Female,Bachelor's,Software Engineer,17,149876
56,Female,Master's,Data Analyst,1,34794
59,Male,Bachelor's,Senior Manager,12,122259
40,Male,Master's,Data Analyst,1,34636
31,Female,Master's,Senior Manager,5,58460
51,Male,Master's,Director,14,123757
28,Male,Master's,Director,22,179397
53,Male,PhD,Sales Associate,22,178633
55,Male,Bachelor's,Senior Manager,2,36038
34,Male,Master's,Sales Associate,10,104911
29,Male,Master's,Sales Associate,15,144157
26,Female,Bachelor's,Software Engineer,4,58585
45,Male,Master's,Director,19,169318
59,Female,PhD,Senior Manager,19,152217
39,Female,Bachelor's,Software Engineer,23,183588
32,Female,PhD,Sales Associate,0,32004
53,Female,PhD,Senior Manager,5,73009
49,Female,Bachelor's,Data Analyst,21,169867
25,Female,Bachelor's,Director,17,152287
32,Female,PhD,Sales Associate,22,183314
36,Female,Bachelor's,Sales Associate,1,39511
30,Female,Bachelor's,Sales Associate,15,133490
56,Female,Bachelor's,Software Engineer,14,123669
29,Male,Master's,Data Analyst,1,25253
52,Female,Master's,Director,13,118560
50,Female,PhD,Data Analyst,15,136884
22,Male,PhD,Data Analyst,5,61427
33,Female,Master's,Director,7,81702
41,Male,PhD,Data Analyst,16,146697
30,Male,PhD,Data Analyst,12,108059
53,Male,Bachelor's,Director,21,178374
27,Female,Bachelor's,Data Analyst,9,92284
28,Female,Bachelor's,Sales Associate,7,70146
44,Male,PhD,Software Engineer,25,198029
23,Female,PhD,Software Engineer,23,178555
60,Female,PhD,Director,1,46366
42,Female,PhD,Senior Manager,19,168580
47,Male,Bachelor's,Senior Manager,3,48696
32,Male,Bachelor's,Software Engineer,1,33208
58,Female,Bachelor's,Senior Manager,7,73090
35,Female,PhD,Director,7,88037
27,Female,Bachelor's,Software Engineer,20,165730
39,Male,Bachelor's,Sales Associate,18,153800
27,Male,Bachelor's,Sales Associate,25,189830
59,Male,Master's,Senior Manager,18,156026
41,Female,PhD,Data Analyst,10,105627
45,Female,Master's,Director,17,148643
40,Male,Bachelor's,Software Engineer,25,197796
31,Male,PhD,Director,18,161029
28,Female,Bachelor's,Director,19,161622
59,Female,Bachelor's,Director,23,176106
34,Male,Master's,Senior Manager,3,51926
24,Female,Master's,Data Analyst,18,145298
41,Male,PhD,Sales Associate,21,167735
31,Female,Master's,Senior Manager,24,181922
49,Female,Master's,Data Analyst,5,72016
36,Male,Master's,Data Analyst,13,113060
57,Female,PhD,Director,17,153851
39,Female,Bachelor's,Software Engineer,6,79298
48,Female,PhD,Sales Associate,15,131884
54,Female,Master's,Sales Associate,6,79496
55,Male,Master's,Senior Manager,8,96718
43,Male,Bachelor's,Senior Manager,11,106828
53,Female,Bachelor's,Senior Manager,13,130694
31,Female,Master's,Senior Manager,11,111928
45,Female,Bachelor's,Senior Manager,12,115073
23,Female,Master's,Software Engineer,7,88695
35,Male,PhD,Software Engineer,4,55076
35,Female,Bachelor's,Data Analyst,1,44068
55,Male,PhD,Data Analyst,5,59923
40,Male,Bachelor's,Senior Manager,15,139745
50,Male,Bachelor's,Sales Associate,20,166139
40,Female,Bachelor's,Senior Manager,4,64217
34,Male,Master's,Sales Associate,3,47098
58,Female,Master's,Sales Associate,19,161460
46,Male,Bachelor's,Software Engineer,8,73102
46,Male,PhD,Data Analyst,24,189982
41,Male,Master's,Sales Associate,18,147586
29,Male,PhD,Data Analyst,8,93370
54,Female,PhD,Data Analyst,7,80254
50,Female,Bachelor's,Senior Manager,13,120900
37,Female,Bachelor's,Data Analyst,2,37544
58,Female,Bachelor's,Director,3,51742
35,Female,PhD,Director,4,57668
23,Male,PhD,Data Analyst,19,163078
32,Female,Master's,Director,13,120348
36,Female,Bachelor's,Data Analyst,0,24732
53,Female,Bachelor's,Sales Associate,17,145871
52,Male,PhD,Software Engineer,11,103719
38,Female,PhD,Senior Manager,13,126332
49,Male,PhD,Senior Manager,5,74755
31,Male,Bachelor's,Senior Manager,14,121670
56,Female,PhD,Software Engineer,24,193672
24,Male,PhD,Director,2,40852
37,Female,Master's,Data Analyst,7,77511
53,Male,Bachelor's,Director,6,75149
41,Male,Bachelor's,Senior Manager,6,77787
53,Female,PhD,Data Analyst,9,85529
28,Female,Bachelor's,Senior Manager,20,174821
32,Male,Bachelor's,Data Analyst,23,187030
37,Male,Master's,Software Engineer,5,66720
55,Male,Bachelor's,Sales Associate,14,122422
58,Male,Master's,Software Engineer,16,144481
24,Male,Bachelor's,Director,13,120036
58,Female,PhD,Senior Manager,11,114811
49,Male,PhD,Software Engineer,5,69424
40,Female,Master's,Sales Associate,12,117779
31,Male,Master's,Senior Manager,10,98747
33,Male,Master's,Sales Associate,20,168939
47,Male,Bachelor's,Director,19,165629
38,Female,PhD,Senior Manager,3,52282
23,Female,Master's,Software Engineer,2,47244
59,Male,Master's,Sales Associate,23,180410
47,Female,Master's,Data Analyst,13,116871
52,Male,Master's,Sales Associate,21,167283
46,Male,PhD,Director,1,40041
49,Male,Master's,Data Analyst,13,131706
23,Female,Master's,Sales Associate,13,121393
37,Female,Master's,Senior Manager,22,171994
58,Male,Master's,Director,2,48452
58,Female,Bachelor's,Data Analyst,6,74134
57,Female,Bachelor's,Director,10,105128
60,Male,Master's,Sales Associate,22,179350
25,Male,Bachelor's,Senior Manager,23,187041
24,Male,Bachelor's,Data Analyst,25,195243
57,Female,Bachelor's,Software Engineer,24,184321
23,Female,PhD,Data Analyst,0,26842
56,Female,Bachelor's,Senior Manager,1,43520
55,Female,Bachelor's,Senior Manager,4,58906
43,Male,PhD,Data Analyst,9,94965
55,Male,Master's,Senior Manager,21,167172
48,Female,Bachelor's,Director,22,176586
29,Female,Bachelor's,Sales Associate,5,58597
54,Female,Bachelor's,Director,15,130108
37,Female,Master's,Senior Manager,23,182766
30,Female,Bachelor's,Software Engineer,12,111587
59,Male,Master's,Software Engineer,3,49022
48,Female,Bachelor's,Software Engineer,11,117706
29,Male,Master's,Director,9,95194
55,Female,Bachelor's,Senior Manager,14,138746
53,Female,Master's,Software Engineer,11,111822
26,Female,Bachelor's,Software Engineer,0,38314
27,Female,Master's,Director,25,189036
31,Male,Bachelor's,Director,14,132773
56,Female,Bachelor's,Director,12,111842
50,Female,Master's,Sales Associate,24,185345
56,Male,Bachelor's,Director,4,57824
54,Male,Bachelor's,Software Engineer,5,60178
42,Female,Master's,Software Engineer,20,170452
24,Male,PhD,Director,7,81902
49,Female,PhD,Software Engineer,20,169472
45,Male,Master's,Senior Manager,7,79371
31,Male,Master's,Sales Associate,1,40242
57,Male,Master's,Software Engineer,13,124651
48,Male,Bachelor's,Software Engineer,5,65091
52,Female,PhD,Senior Manager,19,160160
51,Male,Bachelor's,Director,16,138296
27,Female,Bachelor's,Software Engineer,23,180170
33,Female,PhD,Senior Manager,20,162306
51,Female,Bachelor's,Software Engineer,5,57566
44,Male,PhD,Director,20,161391
27,Female,Bachelor's,Data Analyst,16,138217
38,Female,Master's,Senior Manager,17,152472
31,Male,Master's,Data Analyst,21,167834
50,Male,Master's,Senior Manager,14,136000
27,Female,PhD,Software Engineer,12,110720
45,Female,Bachelor's,Software Engineer,16,142940
23,Female,Master's,Director,7,80382
48,Female,Master's,Director,5,64153
25,Female,Bachelor's,Senior Manager,15,150179
27,Female,Master's,Director,6,69242
40,Female,Master's,Sales Associate,2,42046
22,Male,PhD,Senior Manager,0,21920
59,Male,Bachelor's,Sales Associate,15,142960
32,Female,Bachelor's,Senior Manager,9,102217
22,Male,PhD,Senior Manager,19,155299
55,Male,Master's,Senior Manager,9,97432
25,Female,Master's,Data Analyst,12,119412
55,Female,Bachelor's,Data Analyst,10,104131
52,Male,Master's,Director,16,139577
27,Male,Bachelor's,Software Engineer,9,90026
26,Female,Bachelor's,Director,24,184429
50,Female,PhD,Sales Associate,23,191872
52,Female,Bachelor's,Senior Manager,21,177496
36,Female,Master's,Data Analyst,23,192868
55,Male,Master's,Senior Manager,11,106005
30,Male,PhD,Senior Manager,13,127231
45,Male,PhD,Software Engineer,19,159088
38,Female,PhD,Data Analyst,17,153200
35,Female,Bachelor's,Data Analyst,22,183374
42,Female,PhD,Data Analyst,18,170449
34,Female,Master's,Sales Associate,25,211052
30,Female,Bachelor's,Sales Associate,9,95302
43,Male,PhD,Software Engineer,21,180059
42,Male,PhD,Sales Associate,17,147266
53,Female,Bachelor's,Sales Associate,17,150106
47,Male,Master's,Software Engineer,8,85479
35,Female,Bachelor's,Software Engineer,20,166232
48,Female,Master's,Sales Associate,23,184336
26,Male,Master's,Data Analyst,5,81392
29,Female,Bachelor's,Senior Manager,16,135560
44,Male,Bachelor's,Data Analyst,10,107821
43,Female,PhD,Senior Manager,25,192059
42,Male,Master's,Director,12,113306
46,Male,PhD,Senior Manager,6,70531
28,Female,Bachelor's,Senior Manager,10,109294
52,Female,Bachelor's,Senior Manager,16,134913
55,Male,Bachelor's,Software Engineer,2,45030
42,Male,Bachelor's,Director,15,142334
48,Female,Bachelor's,Senior Manager,23,181225
53,Male,Master's,Senior Manager,21,177184
47,Male,Master's,Sales Associate,2,37509
39,Male,Bachelor's,Director,25,204463
48,Male,Master's,Sales Associate,17,145299
57,Female,PhD,Sales Associate,4,62233
33,Male,PhD,Sales Associate,0,28062
52,Male,PhD,Sales Associate,4,60341
60,Female,Bachelor's,Sales Associate,21,171298
51,Male,PhD,Data Analyst,1,37607
34,Male,Master's,Data Analyst,6,73576
27,Female,Bachelor's,Director,19,153687
43,Male,Master's,Director,15,135782
26,Female,Bachelor's,Sales Associate,20,165952
40,Female,PhD,Senior Manager,19,164285
35,Male,PhD,Data Analyst,1,39521
40,Female,Master's,Software Engineer,22,173047
34,Male,PhD,Data Analyst,6,77414
54,Male,Master's,Data Analyst,14,134303
39,Female,PhD,Director,16,145888
26,Female,Bachelor's,Senior Manager,4,62055
47,Male,Master's,Data Analyst,24,194241
52,Female,PhD,Software Engineer,12,123516
38,Female,Bachelor's,Senior Manager,1,46037
45,Female,Bachelor's,Sales Associate,23,189642
39,Female,Master's,Sales Associate,15,137147
30,Female,PhD,Data Analyst,17,152884
45,Male,PhD,Data Analyst,13,135962
49,Female,PhD,Director,21,162114
31,Female,PhD,Director,1,31102
49,Female,Master's,Data Analyst,7,75171
55,Female,PhD,Director,12,125130
57,Male,Bachelor's,Data Analyst,2,41855
29,Female,Master's,Senior Manager,18,142935
28,Female,PhD,Data Analyst,10,97485
55,Male,PhD,Senior Manager,7,82734
48,Male,Master's,Data Analyst,0,28673
27,Female,Bachelor's,Director,18,154585
41,Male,Master's,Data Analyst,21,173223
51,Male,Master's,Data Analyst,10,107503
30,Female,Master's,Software Engineer,14,135020
57,Male,Master's,Senior Manager,6,67612
55,Female,Master's,Director,16,141266
45,Male,Master's,Director,0,38020
52,Female,Bachelor's,Senior Manager,12,118931
28,Male,PhD,Sales Associate,16,140336
31,Male,PhD,Director,23,178595
51,Male,PhD,Software Engineer,10,100574
39,Female,Master's,Senior Manager,19,160932
29,Female,Master's,Software Engineer,15,134684
33,Male,PhD,Senior Manager,23,186624
46,Female,Master's,Director,10,98906
24,Female,PhD,Director,8,94719
28,Female,Master's,Senior Manager,22,179466
30,Female,Master's,Senior Manager,1,47441
56,Male,PhD,Director,3,59576
56,Female,Bachelor's,Data Analyst,2,43619
30,Male,Bachelor's,Director,21,167068
45,Female,Bachelor's,Director,0,33178
36,Female,Master's,Software Engineer,22,178520
24,Male,PhD,Sales Associate,11,107908
28,Female,PhD,Software Engineer,0,22819
22,Male,PhD,Director,10,102783
59,Female,PhD,Data Analyst,5,65133
47,Male,PhD,Director,16,140842
27,Male,Master's,Sales Associate,17,148744
50,Male,Master's,Software Engineer,12,123541
45,Male,PhD,Senior Manager,1,32615
30,Female,Master's,Director,16,154557
41,Male,Master's,Sales Associate,21,164973
45,Female,Master's,Software Engineer,18,151434
36,Female,PhD,Director,21,165572
58,Female,PhD,Director,5,67636
26,Female,Bachelor's,Software Engineer,22,182065
27,Male,PhD,Data Analyst,8,97580
55,Male,PhD,Sales Associate,0,31490
32,Male,Bachelor's,Data Analyst,21,177738
27,Female,PhD,Data Analyst,24,182100
37,Male,Master's,Data Analyst,16,138083
28,Male,Master's,Data Analyst,6,78827
41,Female,Bachelor's,Senior Manager,6,80737
50,Female,Master's,Sales Associate,12,115217
51,Male,Bachelor's,Data Analyst,22,176964
34,Male,Master's,Senior Manager,4,69082
48,Female,Master's,Sales Associate,21,175099
59,Female,Master's,Director,7,79790
22,Female,PhD,Data Analyst,20,168655
47,Male,PhD,Software Engineer,23,177229
41,Female,Master's,Sales Associate,11,107937
37,Female,Master's,Software Engineer,9,94112
30,Female,PhD,Sales Associate,20,179384
27,Male,Master's,Sales Associate,13,128392
57,Male,PhD,Software Engineer,17,136878
23,Female,Bachelor's,Sales Associate,16,148993
40,Male,Master's,Director,4,59573
30,Male,Master's,Data Analyst,21,181408
28,Female,Master's,Sales Associate,5,67035
35,Male,Master's,Senior Manager,23,186969
34,Male,Bachelor's,Sales Associate,6,71641
40,Male,Master's,Senior Manager,18,160421
41,Female,Master's,Sales Associate,7,87486
41,Female,PhD,Sales Associate,8,79257
27,Male,Bachelor's,Director,8,82524
28,Male,Master's,Data Analyst,19,153131
34,Female,Bachelor's,Director,14,138018
25,Female,Master's,Director,22,184825
54,Male,Bachelor's,Data Analyst,8,84353
26,Female,PhD,Data Analyst,17,156076
31,Female,Bachelor's,Director,19,153216
46,Female,Bachelor's,Data Analyst,4,58810
57,Male,Master's,Software Engineer,10,107335
27,Female,Master's,Software Engineer,12,114067
39,Female,Bachelor's,Data Analyst,9,94737
33,Female,PhD,Senior Manager,8,91314
40,Female,Master's,Software Engineer,17,155599
39,Male,Bachelor's,Software Engineer,5,61769
44,Male,PhD,Data Analyst,18,152539
24,Female,Master's,Data Analyst,23,181999
54,Female,Bachelor's,Sales Associate,14,133203
23,Female,Bachelor's,Software Engineer,15,136427
44,Female,PhD,Software Engineer,2,45445
53,Male,Master's,Software Engineer,22,169848
26,Female,PhD,Data Analyst,7,79815
48,Female,PhD,Senior Manager,15,148562
30,Male,Master's,Sales Associate,24,191681
30,Male,PhD,Director,15,140805
24,Female,PhD,Software Engineer,18,150465
36,Male,Master's,Director,11,102956
56,Female,Master's,Senior Manager,2,46721
49,Male,Master's,Director,20,170790
44,Male,PhD,Data Analyst,1,32615
53,Male,Master's,Director,18,160213
54,Male,Bachelor's,Data Analyst,1,29206
45,Male,Bachelor's,Director,22,171967
34,Male,Master's,Data Analyst,4,58533
55,Male,Master's,Software Engineer,13,120699
35,Female,Bachelor's,Software Engineer,15,129863
29,Male,Bachelor's,Data Analyst,11,111894
43,Male,PhD,Director,9,93391
25,Female,Master's,Software Engineer,12,118379
30,Female,Master's,Senior Manager,8,100170
54,Male,Master's,Director,11,115280
38,Female,Master's,Data Analyst,9,90053
41,Female,Master's,Senior Manager,14,144246
42,Female,Master's,Data Analyst,6,73739
41,Female,Bachelor's,Data Analyst,25,195663
30,Male,PhD,Sales Associate,13,116412
57,Male,PhD,Sales Associate,5,65300
48,Male,Master's,Director,12,115673
47,Male,Bachelor's,Director,22,180246
54,Male,Bachelor's,Software Engineer,1,36630
48,Female,PhD,Sales Associate,17,146862
27,Female,Master's,Software Engineer,14,133600
35,Female,Master's,Director,4,57986
36,Female,Bachelor's,Senior Manager,20,175287
48,Male,Master's,Senior Manager,9,93823
49,Female,Bachelor's,Director,7,78032
43,Male,Bachelor's,Data Analyst,21,169782
37,Male,Master's,Sales Associate,16,141059
55,Male,PhD,Sales Associate,22,176482
43,Male,PhD,Data Analyst,16,139020
53,Female,Bachelor's,Data Analyst,19,155503
57,Female,Master's,Software Engineer,21,172503
38,Male,Bachelor's,Data Analyst,1,41329
33,Male,Bachelor's,Sales Associate,19,163130
36,Male,Bachelor's,Software Engineer,15,133657
25,Female,Master's,Data Analyst,2,39664
35,Male,Master's,Director,13,126056
41,Female,Master's,Senior Manager,2,40695
30,Male,PhD,Data Analyst,18,152664
29,Female,Bachelor's,Data Analyst,14,119709
34,Female,PhD,Data Analyst,24,185756
26,Female,PhD,Software Engineer,5,67400
41,Male,PhD,Senior Manager,15,133441
46,Male,Bachelor's,Data Analyst,5,68418
44,Female,Bachelor's,Data Analyst,15,135936
33,Female,PhD,Data Analyst,18,152686
55,Male,PhD,Data Analyst,18,161948
26,Female,Bachelor's,Sales Associate,20,168605
22,Female,PhD,Sales Associate,21,168708
27,Female,Master's,Senior Manager,2,35363
50,Female,Bachelor's,Data Analyst,9,87286
52,Female,Bachelor's,Software Engineer,17,144076
51,Male,Master's,Sales Associate,12,123732
34,Male,Bachelor's,Software Engineer,5,63650
55,Female,Master's,Sales Associate,14,128747
56,Male,Bachelor's,Sales Associate,10,102602
53,Female,Bachelor's,Director,10,99815
50,Male,Bachelor's,Software Engineer,20,173273
54,Male,Master's,Software Engineer,10,108964
47,Female,PhD,Sales Associate,1,41956
59,Male,PhD,Senior Manager,1,34853
46,Male,PhD,Sales Associate,21,173418
28,Male,Master's,Senior Manager,24,191125
29,Male,Bachelor's,Director,17,158006
38,Male,Master's,Data Analyst,9,92841
49,Female,Bachelor's,Director,23,191821
27,Male,PhD,Senior Manager,17,143083
29,Male,Master's,Sales Associate,21,178509
25,Female,Master's,Software Engineer,19,162473
28,Female,Bachelor's,Data Analyst,9,93700
30,Female,Master's,Sales Associate,12,115484
43,Female,PhD,Data Analyst,5,66907
37,Male,Bachelor's,Data Analyst,7,68974
26,Male,Bachelor's,Senior Manager,19,168402
28,Male,Master's,Director,22,173468
42,Female,PhD,Data Analyst,18,154620
27,Female,PhD,Director,12,113235
50,Male,Bachelor's,Software Engineer,2,31158
26,Female,Bachelor's,Senior Manager,1,35952
29,Male,Master's,Sales Associate,9,100157
55,Female,Master's,Director,12,122865
42,Female,PhD,Data Analyst,15,141704
60,Male,Master's,Senior Manager,0,33570
28,Female,PhD,Software Engineer,25,183357
25,Female,PhD,Senior Manager,9,94732
25,Female,Master's,Sales Associate,21,183287
58,Female,Bachelor's,Sales Associate,13,130483
46,Female,PhD,Sales Associate,3,50710
35,Male,PhD,Director,20,167327
37,Female,PhD,Data Analyst,18,158359
49,Female,Master's,Data Analyst,13,129014
45,Female,Master's,Sales Associate,13,121466
36,Female,Bachelor's,Sales Associate,2,43762
48,Male,Master's,Data Analyst,16,147245
35,Female,Master's,Director,23,188123
39,Male,Bachelor's,Sales Associate,2,44143
54,Female,PhD,Data Analyst,7,68937
26,Female,Master's,Sales Associate,23,181581
38,Male,Master's,Data Analyst,7,75669
25,Male,Master's,Senior Manager,16,154402
23,Female,PhD,Director,13,120700
59,Male,PhD,Software Engineer,15,134940
43,Female,Bachelor's,Sales Associate,10,101753
59,Female,Bachelor's,Data Analyst,7,82229
55,Female,PhD,Sales Associate,1,41542
59,Female,Bachelor's,Software Engineer,19,164005
58,Male,Bachelor's,Data Analyst,19,162295
55,Female,Bachelor's,Software Engineer,17,152216
50,Female,PhD,Sales Associate,16,140472
50,Male,PhD,Sales Associate,6,69072
58,Female,Master's,Sales Associate,1,28451
59,Female,Bachelor's,Data Analyst,20,170565
58,Male,Bachelor's,Sales Associate,12,124258
40,Female,Bachelor's,Data Analyst,8,79881
55,Female,Master's,Director,3,46010
41,Female,Bachelor's,Senior Manager,2,38792
43,Female,PhD,Senior Manager,9,89705
53,Male,PhD,Sales Associate,20,170805
54,Male,Master's,Software Engineer,23,189297
53,Male,Master's,Senior Manager,22,193456
53,Female,Bachelor's,Software Engineer,23,194358
38,Female,PhD,Sales Associate,23,186700
42,Male,Bachelor's,Sales Associate,13,121909
32,Male,Bachelor's,Director,5,73591
40,Male,Master's,Data Analyst,20,157053
59,Female,Master's,Software Engineer,5,72302
53,Female,Bachelor's,Director,7,80691
36,Male,PhD,Senior Manager,6,73006
46,Male,Bachelor's,Software Engineer,13,118262
32,Female,PhD,Software Engineer,8,92717
30,Male,Master's,Director,4,52847
38,Female,Bachelor's,Software Engineer,11,117011
29,Female,PhD,Senior Manager,22,180927
43,Male,Bachelor's,Data Analyst,14,133489
38,Female,PhD,Software Engineer,22,173639
27,Female,PhD,Senior Manager,5,62403
49,Male,Master's,Software Engineer,4,52790
49,Female,Master's,Director,14,136363
56,Female,PhD,Sales Associate,12,113648
49,Female,PhD,Data Analyst,17,143030
30,Male,PhD,Software Engineer,20,165637
47,Male,PhD,Software Engineer,19,165056
59,Male,Bachelor's,Director,24,181906
54,Female,Bachelor's,Sales Associate,10,100066
38,Male,Bachelor's,Software Engineer,5,59732
48,Female,Bachelor's,Senior Manager,14,122862
23,Male,Bachelor's,Data Analyst,3,48233
30,Female,PhD,Senior Manager,7,88224
37,Male,Bachelor's,Data Analyst,5,71119
38,Male,Master's,Data Analyst,10,106911
55,Female,Master's,Software Engineer,3,52895
60,Female,Bachelor's,Director,1,29275
39,Male,Bachelor's,Director,16,153659
37,Female,Bachelor's,Senior Manager,15,141483
27,Female,PhD,Data Analyst,18,162217
31,Female,Master's,Director,17,154120
27,Male,Master's,Senior Manager,3,49715
35,Male,PhD,Software Engineer,7,80761
50,Female,Master's,Software Engineer,3,41923
23,Female,PhD,Data Analyst,21,174274
55,Male,PhD,Director,19,158942
49,Female,PhD,Data Analyst,5,63527
36,Male,PhD,Data Analyst,9,89732
42,Male,Master's,Data Analyst,24,193576
26,Female,PhD,Senior Manager,15,125758
52,Female,Bachelor's,Software Engineer,20,173693
52,Female,PhD,Software Engineer,7,82759
36,Female,Bachelor's,Data Analyst,5,66531
32,Male,PhD,Software Engineer,20,164340
44,Female,Bachelor's,Sales Associate,17,151332
34,Male,PhD,Director,17,153056
49,Female,PhD,Software Engineer,14,138550
49,Female,PhD,Data Analyst,14,127571
59,Male,Bachelor's,Software Engineer,18,164252
35,Female,Bachelor's,Sales Associate,7,78265
24,Male,Bachelor's,Director,9,92273
56,Female,PhD,Senior Manager,22,176306
22,Female,PhD,Director,8,91834
39,Female,Master's,Data Analyst,14,124504
32,Female,Bachelor's,Sales Associate,18,152883
38,Male,Bachelor's,Sales Associate,25,192972
29,Female,PhD,Sales Associate,11,106528
48,Female,Bachelor's,Director,11,114185
43,Male,Master's,Director,21,173333
37,Female,Bachelor's,Sales Associate,20,164604
47,Female,PhD,Director,18,154555
25,Female,Master's,Sales Associate,12,114846
55,Female,Master's,Sales Associate,8,88865
39,Female,PhD,Data Analyst,15,137541
45,Male,Master's,Director,22,176761
33,Female,Master's,Sales Associate,22,184559
59,Female,Master's,Senior Manager,3,51937
39,Female,PhD,Sales Associate,11,106352
29,Female,PhD,Software Engineer,12,114353
28,Male,Bachelor's,Software Engineer,24,188420
33,Male,Bachelor's,Sales Associate,17,148147
51,Male,Bachelor's,Software Engineer,10,100371
34,Female,Master's,Software Engineer,1,33911
25,Female,Master's,Software Engineer,14,129980
39,Female,Bachelor's,Software Engineer,2,45449
30,Male,PhD,Software Engineer,21,172912
57,Female,PhD,Senior Manager,19,161484
36,Male,PhD,Senior Manager,12,118438
34,Female,Bachelor's,Software Engineer,11,111517
39,Female,Master's,Sales Associate,22,186030
23,Male,Bachelor's,Software Engineer,7,80971
42,Female,PhD,Director,6,76967
59,Male,Bachelor's,Sales Associate,23,195850
35,Male,Bachelor's,Software Engineer,20,168004
58,Male,PhD,Director,21,170815
27,Female,PhD,Sales Associate,5,66251
44,Male,Master's,Director,4,55208
28,Male,PhD,Sales Associate,1,39368
55,Female,Bachelor's,Director,6,71111
50,Female,PhD,Senior Manager,19,168662
55,Female,Bachelor's,Director,6,77722
48,Female,PhD,Senior Manager,18,156120
48,Male,Master's,Software Engineer,6,74004
42,Male,Master's,Software Engineer,10,101578
43,Male,Bachelor's,Sales Associate,25,199049
52,Male,Master's,Data Analyst,6,80139
44,Male,Bachelor's,Software Engineer,9,102428
38,Male,Master's,Sales Associate,8,84584
49,Male,Master's,Senior Manager,3,49490
59,Female,PhD,Senior Manager,12,121095
57,Male,PhD,Data Analyst,9,97651
34,Female,Master's,Senior Manager,17,155335
37,Male,Bachelor's,Sales Associate,20,170480
58,Female,Master's,Director,14,132095
31,Male,Bachelor's,Sales Associate,1,27077
27,Male,Bachelor's,Sales Associate,15,136129
40,Female,PhD,Director,1,37054
39,Female,PhD,Senior Manager,15,140816
43,Female,Bachelor's,Software Engineer,17,147734
23,Male,Bachelor's,Sales Associate,5,76920
30,Female,Master's,Software Engineer,20,163886
53,Female,PhD,Sales Associate,23,188323
36,Female,Master's,Data Analyst,20,175207
57,Male,Bachelor's,Data Analyst,8,88234
44,Female,Bachelor's,Senior Manager,15,132383
23,Female,Bachelor's,Sales Associate,23,183656
59,Male,Master's,Sales Associate,8,92624
34,Female,PhD,Sales Associate,21,162087
36,Male,Master's,Sales Associate,0,26466
57,Female,Bachelor's,Sales Associate,0,25788
55,Female,Bachelor's,Director,19,163803
48,Female,PhD,Software Engineer,19,166787
22,Male,Bachelor's,Sales Associate,20,175381
22,Male,Master's,Sales Associate,23,176571
29,Female,Master's,Senior Manager,3,45728
51,Female,PhD,Senior Manager,6,70676
54,Female,Master's,Sales Associate,23,184963
31,Female,PhD,Data Analyst,4,65985
25,Female,Master's,Software Engineer,17,143282
38,Female,Master's,Data Analyst,13,126627
57,Female,Master's,Software Engineer,2,31353
42,Female,Master's,Sales Associate,7,83611
50,Female,PhD,Sales Associate,13,122937
49,Female,Master's,Director,21,174309
54,Female,Master's,Senior Manager,18,151148
59,Female,Bachelor's,Data Analyst,16,139190
59,Female,Bachelor's,Senior Manager,12,120605
43,Female,PhD,Senior Manager,7,92886
35,Female,Bachelor's,Sales Associate,3,44698
52,Female,PhD,Director,10,102776
49,Male,Master's,Software Engineer,1,36125
52,Female,PhD,Senior Manager,5,68200
33,Female,Master's,Director,11,108808
44,Male,PhD,Software Engineer,10,102859
29,Male,PhD,Senior Manager,1,40664
30,Male,Bachelor's,Senior Manager,15,123491
36,Male,Bachelor's,Software Engineer,14,122957
49,Female,Bachelor's,Director,2,52939
34,Male,PhD,Senior Manager,24,181585
34,Female,PhD,Data Analyst,2,42933
52,Male,Master's,Software Engineer,21,171229
57,Female,PhD,Software Engineer,0,25103
54,Female,Bachelor's,Senior Manager,22,179028
29,Female,Master's,Sales Associate,0,37071
39,Male,PhD,Software Engineer,19,163180
